Date,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
23-Jan-17,119.44,110.35,--,"39,400,000.00"
24-Jan-17,119.43,110.34,--,"39,500,000.00"
25-Jan-17,119.44,110.36,--,"39,600,000.00"
26-Jan-17,119.44,110.35,--,"39,600,000.00"
27-Jan-17,119.44,110.35,--,"39,600,000.00"
30-Jan-17,119.45,110.36,--,"39,600,000.00"
31-Jan-17,119.45,110.36,--,"39,900,000.00"
01-Feb-17,119.45,110.32,0.04,"39,900,000.00"
02-Feb-17,119.46,110.33,--,"39,900,000.00"
03-Feb-17,119.46,110.33,--,"39,900,000.00"
06-Feb-17,119.47,110.33,--,"39,900,000.00"
07-Feb-17,119.47,110.34,--,"39,900,000.00"
08-Feb-17,119.47,110.33,--,"40,100,000.00"
09-Feb-17,119.47,110.34,--,"40,200,000.00"
10-Feb-17,119.47,110.33,--,"40,200,000.00"
13-Feb-17,119.47,110.33,--,"40,200,000.00"
14-Feb-17,119.47,110.34,--,"40,400,000.00"
15-Feb-17,119.47,110.33,--,"40,500,000.00"
16-Feb-17,119.47,110.33,--,"40,300,000.00"
17-Feb-17,119.48,110.34,--,"40,300,000.00"
21-Feb-17,119.48,110.34,--,"40,300,000.00"
22-Feb-17,119.49,110.34,--,"40,300,000.00"
23-Feb-17,119.5,110.36,--,"40,300,000.00"
24-Feb-17,119.5,110.34,--,"40,300,000.00"
27-Feb-17,119.51,110.36,--,"40,300,000.00"
28-Feb-17,119.51,110.37,--,"40,300,000.00"
01-Mar-17,119.47,110.28,0.04,"40,300,000.00"
02-Mar-17,119.45,110.26,--,"40,300,000.00"
03-Mar-17,119.44,110.26,--,"40,300,000.00"
06-Mar-17,119.45,110.26,--,"40,900,000.00"
07-Mar-17,119.43,110.24,--,"40,900,000.00"
08-Mar-17,119.43,110.24,--,"41,100,000.00"
09-Mar-17,119.43,110.23,--,"41,100,000.00"
10-Mar-17,119.43,110.23,--,"41,200,000.00"
13-Mar-17,119.42,110.22,--,"41,900,000.00"
14-Mar-17,119.42,110.22,--,"42,600,000.00"
15-Mar-17,119.44,110.24,--,"42,700,000.00"
16-Mar-17,119.46,110.27,--,"42,900,000.00"
17-Mar-17,119.46,110.26,--,"42,900,000.00"
20-Mar-17,119.46,110.26,--,"44,100,000.00"
21-Mar-17,119.47,110.27,--,"44,100,000.00"
22-Mar-17,119.48,110.29,--,"44,100,000.00"
23-Mar-17,119.48,110.28,--,"44,100,000.00"
24-Mar-17,119.48,110.28,--,"44,200,000.00"
27-Mar-17,119.49,110.29,--,"44,200,000.00"
28-Mar-17,119.48,110.27,--,"44,200,000.00"
29-Mar-17,119.49,110.29,--,"43,900,000.00"
30-Mar-17,119.5,110.3,--,"43,600,000.00"
31-Mar-17,119.5,110.3,--,"43,600,000.00"
03-Apr-17,119.52,110.27,0.05,"43,600,000.00"
04-Apr-17,119.51,110.26,--,"43,600,000.00"
05-Apr-17,119.51,110.26,--,"43,600,000.00"
06-Apr-17,119.51,110.26,--,"43,700,000.00"
07-Apr-17,119.5,110.25,--,"43,700,000.00"
10-Apr-17,119.51,110.26,--,"43,700,000.00"
11-Apr-17,119.52,110.26,--,"44,000,000.00"
12-Apr-17,119.52,110.27,--,"44,200,000.00"
13-Apr-17,119.54,110.28,--,"44,200,000.00"
17-Apr-17,119.54,110.28,--,"44,200,000.00"
18-Apr-17,119.55,110.28,--,"44,200,000.00"
19-Apr-17,119.55,110.29,--,"44,200,000.00"
20-Apr-17,119.55,110.29,--,"44,200,000.00"
21-Apr-17,119.56,110.29,--,"44,000,000.00"
24-Apr-17,119.56,110.3,--,"44,000,000.00"
25-Apr-17,119.55,110.28,--,"44,200,000.00"
26-Apr-17,119.57,110.3,--,"44,200,000.00"
27-Apr-17,119.57,110.3,--,"43,700,000.00"
28-Apr-17,119.57,110.29,--,"43,600,000.00"
01-May-17,119.58,110.25,0.05,"43,600,000.00"
02-May-17,119.58,110.26,--,"43,600,000.00"
03-May-17,119.57,110.24,--,"43,600,000.00"
04-May-17,119.57,110.25,--,"43,600,000.00"
05-May-17,119.58,110.25,--,"43,400,000.00"
08-May-17,119.58,110.25,--,"43,000,000.00"
09-May-17,119.58,110.26,--,"43,000,000.00"
10-May-17,119.58,110.25,--,"42,800,000.00"
11-May-17,119.58,110.25,--,"42,800,000.00"
12-May-17,119.6,110.26,--,"42,800,000.00"
15-May-17,119.6,110.27,--,"42,800,000.00"
16-May-17,119.6,110.27,--,"42,700,000.00"
17-May-17,119.62,110.29,--,"42,700,000.00"
18-May-17,119.62,110.28,--,"42,700,000.00"
19-May-17,119.62,110.28,--,"42,900,000.00"
22-May-17,119.62,110.28,--,"42,900,000.00"
23-May-17,119.62,110.28,--,"42,900,000.00"
24-May-17,119.62,110.28,--,"42,900,000.00"
25-May-17,119.62,110.28,--,"43,000,000.00"
26-May-17,119.63,110.28,--,"43,600,000.00"
30-May-17,119.64,110.29,--,"42,900,000.00"
31-May-17,119.63,110.29,--,"42,900,000.00"
01-Jun-17,119.63,110.23,0.06,"42,900,000.00"
02-Jun-17,119.65,110.24,--,"42,900,000.00"
05-Jun-17,119.65,110.25,--,"42,900,000.00"
06-Jun-17,119.65,110.25,--,"43,200,000.00"
07-Jun-17,119.65,110.25,--,"43,200,000.00"
08-Jun-17,119.64,110.24,--,"43,200,000.00"
09-Jun-17,119.65,110.24,--,"43,200,000.00"
12-Jun-17,119.66,110.26,--,"43,200,000.00"
13-Jun-17,119.66,110.25,--,"43,100,000.00"
14-Jun-17,119.66,110.26,--,"43,100,000.00"
15-Jun-17,119.67,110.26,--,"44,600,000.00"
16-Jun-17,119.67,110.26,--,"44,600,000.00"
19-Jun-17,119.68,110.27,--,"44,700,000.00"
20-Jun-17,119.69,110.27,--,"44,900,000.00"
21-Jun-17,119.69,110.28,--,"46,200,000.00"
22-Jun-17,119.7,110.29,--,"46,300,000.00"
23-Jun-17,119.71,110.29,--,"46,300,000.00"
26-Jun-17,119.72,110.3,--,"46,300,000.00"
27-Jun-17,119.72,110.3,--,"46,400,000.00"
28-Jun-17,119.72,110.3,--,"46,400,000.00"
29-Jun-17,119.72,110.3,--,"46,400,000.00"
30-Jun-17,119.73,110.3,--,"46,100,000.00"
03-Jul-17,119.73,110.24,0.06,"46,100,000.00"
05-Jul-17,119.74,110.26,--,"46,100,000.00"
06-Jul-17,119.75,110.26,--,"46,100,000.00"
07-Jul-17,119.75,110.26,--,"46,100,000.00"
10-Jul-17,119.76,110.27,--,"46,100,000.00"
11-Jul-17,119.77,110.28,--,"46,100,000.00"
12-Jul-17,119.77,110.28,--,"46,900,000.00"
13-Jul-17,119.78,110.29,--,"48,800,000.00"
14-Jul-17,119.79,110.29,--,"49,100,000.00"
17-Jul-17,119.79,110.3,--,"49,700,000.00"
18-Jul-17,119.8,110.31,--,"50,300,000.00"
19-Jul-17,119.8,110.31,--,"50,600,000.00"
20-Jul-17,119.8,110.32,--,"51,000,000.00"
21-Jul-17,119.81,110.32,--,"51,700,000.00"
24-Jul-17,119.81,110.32,--,"51,900,000.00"
25-Jul-17,119.82,110.33,--,"52,100,000.00"
26-Jul-17,119.82,110.33,--,"51,600,000.00"
27-Jul-17,119.83,110.34,--,"51,300,000.00"
28-Jul-17,119.84,110.34,--,"51,300,000.00"
31-Jul-17,119.84,110.35,--,"51,300,000.00"
01-Aug-17,119.85,110.28,0.07,"51,400,000.00"
02-Aug-17,119.85,110.28,--,"51,400,000.00"
03-Aug-17,119.86,110.29,--,"51,400,000.00"
04-Aug-17,119.86,110.29,--,"51,800,000.00"
07-Aug-17,119.87,110.3,--,"52,100,000.00"
08-Aug-17,119.87,110.3,--,"52,100,000.00"
09-Aug-17,119.88,110.31,--,"52,300,000.00"
10-Aug-17,119.89,110.32,--,"52,300,000.00"
11-Aug-17,119.89,110.31,--,"52,300,000.00"
14-Aug-17,119.9,110.32,--,"52,100,000.00"
15-Aug-17,119.91,110.33,--,"52,100,000.00"
16-Aug-17,119.91,110.33,--,"52,100,000.00"
17-Aug-17,119.92,110.33,--,"52,100,000.00"
18-Aug-17,119.93,110.34,--,"52,300,000.00"
21-Aug-17,119.93,110.35,--,"52,300,000.00"
22-Aug-17,119.94,110.35,--,"52,600,000.00"
23-Aug-17,119.94,110.35,--,"52,600,000.00"
24-Aug-17,119.94,110.35,--,"52,800,000.00"
25-Aug-17,119.95,110.36,--,"52,800,000.00"
28-Aug-17,119.96,110.37,--,"52,800,000.00"
29-Aug-17,119.96,110.38,--,"52,800,000.00"
30-Aug-17,119.97,110.38,--,"53,000,000.00"
31-Aug-17,119.97,110.38,--,"53,000,000.00"
01-Sep-17,119.97,110.3,0.07,"53,000,000.00"
05-Sep-17,119.99,110.32,--,"53,000,000.00"
06-Sep-17,119.98,110.31,--,"53,000,000.00"
07-Sep-17,119.99,110.32,--,"53,200,000.00"
08-Sep-17,120,110.33,--,"53,600,000.00"
11-Sep-17,120,110.33,--,"53,600,000.00"
12-Sep-17,120.01,110.33,--,"53,600,000.00"
13-Sep-17,120.01,110.33,--,"53,600,000.00"
14-Sep-17,120.01,110.34,--,"53,600,000.00"
15-Sep-17,120.02,110.33,--,"52,800,000.00"
18-Sep-17,120.02,110.33,--,"52,800,000.00"
19-Sep-17,120.02,110.34,--,"52,800,000.00"
20-Sep-17,120.02,110.33,--,"52,800,000.00"
21-Sep-17,120.03,110.34,--,"52,800,000.00"
22-Sep-17,120.04,110.34,--,"52,800,000.00"
25-Sep-17,120.05,110.36,--,"52,800,000.00"
26-Sep-17,120.05,110.36,--,"52,800,000.00"
27-Sep-17,120.05,110.35,--,"52,800,000.00"
28-Sep-17,120.06,110.36,--,"52,800,000.00"
29-Sep-17,120.06,110.36,--,"52,800,000.00"
02-Oct-17,120.07,110.28,0.08,"53,900,000.00"
03-Oct-17,120.07,110.29,--,"53,900,000.00"
04-Oct-17,120.07,110.29,--,"53,800,000.00"
05-Oct-17,120.07,110.29,--,"53,800,000.00"
06-Oct-17,120.07,110.28,--,"54,100,000.00"
09-Oct-17,120.07,110.29,--,"54,100,000.00"
10-Oct-17,120.08,110.29,--,"54,100,000.00"
11-Oct-17,120.08,110.3,--,"54,400,000.00"
12-Oct-17,120.09,110.3,--,"54,400,000.00"
13-Oct-17,120.1,110.31,--,"55,200,000.00"
16-Oct-17,120.1,110.31,--,"55,200,000.00"
17-Oct-17,120.11,110.32,--,"55,700,000.00"
18-Oct-17,120.11,110.32,--,"56,400,000.00"
19-Oct-17,120.12,110.33,--,"56,600,000.00"
20-Oct-17,120.12,110.33,--,"57,700,000.00"
23-Oct-17,120.13,110.33,--,"58,400,000.00"
24-Oct-17,120.13,110.34,--,"59,200,000.00"
25-Oct-17,120.13,110.34,--,"59,300,000.00"
26-Oct-17,120.14,110.34,--,"59,200,000.00"
27-Oct-17,120.15,110.34,--,"59,300,000.00"
30-Oct-17,120.15,110.35,--,"59,300,000.00"
31-Oct-17,120.15,110.35,--,"59,400,000.00"
01-Nov-17,120.15,110.26,0.09,"59,400,000.00"
02-Nov-17,120.15,110.26,--,"59,400,000.00"
03-Nov-17,120.16,110.26,--,"59,400,000.00"
06-Nov-17,120.16,110.27,--,"59,400,000.00"
07-Nov-17,120.16,110.26,--,"59,500,000.00"
08-Nov-17,120.16,110.26,--,"59,500,000.00"
09-Nov-17,120.16,110.27,--,"59,200,000.00"
10-Nov-17,120.17,110.27,--,"59,200,000.00"
13-Nov-17,120.17,110.27,--,"59,400,000.00"
14-Nov-17,120.17,110.27,--,"59,700,000.00"
15-Nov-17,120.17,110.28,--,"59,700,000.00"
16-Nov-17,120.17,110.27,--,"59,800,000.00"
17-Nov-17,120.18,110.27,--,"59,900,000.00"
20-Nov-17,120.18,110.28,--,"59,900,000.00"
21-Nov-17,120.18,110.28,--,"60,000,000.00"
22-Nov-17,120.19,110.29,--,"60,400,000.00"
24-Nov-17,120.21,110.29,--,"60,500,000.00"
27-Nov-17,120.22,110.3,--,"60,500,000.00"
28-Nov-17,120.22,110.31,--,"60,500,000.00"
29-Nov-17,120.23,110.31,--,"60,500,000.00"
30-Nov-17,120.23,110.31,--,"60,800,000.00"
01-Dec-17,120.24,110.23,0.09,"60,800,000.00"
04-Dec-17,120.24,110.23,--,"60,800,000.00"
05-Dec-17,120.24,110.23,--,"61,000,000.00"
06-Dec-17,120.24,110.23,--,"65,500,000.00"
07-Dec-17,120.25,110.24,--,"65,500,000.00"
08-Dec-17,120.26,110.25,--,"65,600,000.00"
11-Dec-17,120.26,110.25,--,"67,800,000.00"
12-Dec-17,120.26,110.25,--,"68,200,000.00"
13-Dec-17,120.27,110.25,--,"71,000,000.00"
14-Dec-17,120.27,110.25,--,"71,000,000.00"
15-Dec-17,120.28,110.26,--,"71,100,000.00"
18-Dec-17,120.29,110.27,--,"71,100,000.00"
19-Dec-17,120.29,110.27,--,"71,100,000.00"
20-Dec-17,120.3,110.28,--,"71,100,000.00"
21-Dec-17,120.3,110.18,0.09,"71,100,000.00"
22-Dec-17,120.3,110.18,--,"71,100,000.00"
26-Dec-17,120.32,110.2,--,"71,500,000.00"
27-Dec-17,120.32,110.2,--,"72,400,000.00"
28-Dec-17,120.32,110.2,--,"72,400,000.00"
29-Dec-17,120.34,110.21,--,"72,500,000.00"
02-Jan-18,120.34,110.22,--,"72,700,000.00"
03-Jan-18,120.34,110.22,--,"73,000,000.00"
04-Jan-18,120.35,110.22,--,"73,100,000.00"
05-Jan-18,120.36,110.23,--,"73,100,000.00"
08-Jan-18,120.37,110.24,--,"73,100,000.00"
09-Jan-18,120.38,110.24,--,"73,200,000.00"
10-Jan-18,120.38,110.24,--,"73,200,000.00"
11-Jan-18,120.39,110.26,--,"72,500,000.00"
12-Jan-18,120.39,110.25,--,"72,300,000.00"
16-Jan-18,120.4,110.27,--,"72,300,000.00"
17-Jan-18,120.4,110.27,--,"72,300,000.00"
18-Jan-18,120.41,110.28,--,"72,400,000.00"
19-Jan-18,120.42,110.28,--,"72,500,000.00"
22-Jan-18,120.43,110.29,--,"73,000,000.00"
23-Jan-18,120.44,110.3,--,"73,300,000.00"
24-Jan-18,120.45,110.3,--,"73,300,000.00"
25-Jan-18,120.45,110.3,--,"73,800,000.00"
26-Jan-18,120.46,110.3,--,"75,800,000.00"
29-Jan-18,120.46,110.31,--,"76,000,000.00"
30-Jan-18,120.47,110.31,--,"76,400,000.00"
31-Jan-18,120.47,110.31,--,"76,400,000.00"
01-Feb-18,120.47,110.22,0.1,"77,000,000.00"
02-Feb-18,120.49,110.23,--,"78,200,000.00"
05-Feb-18,120.5,110.24,--,"78,800,000.00"
06-Feb-18,120.5,110.24,--,"79,200,000.00"
07-Feb-18,120.49,110.23,--,"79,200,000.00"
08-Feb-18,120.49,110.23,--,"79,200,000.00"
09-Feb-18,120.5,110.24,--,"82,300,000.00"
12-Feb-18,120.49,110.23,--,"83,100,000.00"
13-Feb-18,120.49,110.24,--,"83,100,000.00"
14-Feb-18,120.5,110.24,--,"82,800,000.00"
15-Feb-18,120.5,110.24,--,"82,800,000.00"
16-Feb-18,120.51,110.25,--,"83,100,000.00"
20-Feb-18,120.52,110.25,--,"83,200,000.00"
21-Feb-18,120.52,110.25,--,"85,000,000.00"
22-Feb-18,120.53,110.26,--,"85,400,000.00"
23-Feb-18,120.54,110.27,--,"86,000,000.00"
26-Feb-18,120.55,110.28,--,"86,100,000.00"
27-Feb-18,120.56,110.29,--,"86,100,000.00"
28-Feb-18,120.56,110.29,--,"86,100,000.00"
01-Mar-18,120.57,110.19,0.1,"86,200,000.00"
02-Mar-18,120.58,110.2,--,"86,300,000.00"
05-Mar-18,120.59,110.21,--,"86,300,000.00"
06-Mar-18,120.59,110.21,--,"86,500,000.00"
07-Mar-18,120.59,110.21,--,"86,700,000.00"
08-Mar-18,120.6,110.21,--,"87,000,000.00"
09-Mar-18,120.61,110.23,--,"87,100,000.00"
12-Mar-18,120.62,110.24,--,"88,700,000.00"
13-Mar-18,120.62,110.24,--,"88,800,000.00"
14-Mar-18,120.62,110.24,--,"89,300,000.00"
15-Mar-18,120.62,110.24,--,"89,600,000.00"
16-Mar-18,120.63,110.24,--,"89,800,000.00"
19-Mar-18,120.64,110.25,--,"86,600,000.00"
20-Mar-18,120.65,110.25,--,"86,600,000.00"
21-Mar-18,120.66,110.26,--,"87,700,000.00"
22-Mar-18,120.67,110.27,--,"92,500,000.00"
23-Mar-18,120.69,110.29,--,"93,600,000.00"
26-Mar-18,120.7,110.3,--,"93,700,000.00"
27-Mar-18,120.7,110.3,--,"93,900,000.00"
28-Mar-18,120.71,110.31,--,"95,400,000.00"
29-Mar-18,120.74,110.32,--,"102,600,000.00"
02-Apr-18,120.74,110.22,0.11,"105,900,000.00"
03-Apr-18,120.75,110.23,--,"105,900,000.00"
04-Apr-18,120.77,110.24,--,"107,600,000.00"
05-Apr-18,120.77,110.25,--,"111,100,000.00"
06-Apr-18,120.8,110.27,--,"113,600,000.00"
09-Apr-18,120.8,110.27,--,"114,200,000.00"
10-Apr-18,120.8,110.27,--,"116,800,000.00"
11-Apr-18,120.81,110.27,--,"116,800,000.00"
12-Apr-18,120.8,110.27,--,"116,800,000.00"
13-Apr-18,120.82,110.28,--,"118,400,000.00"
16-Apr-18,120.82,110.28,--,"119,800,000.00"
17-Apr-18,120.82,110.28,--,"120,500,000.00"
18-Apr-18,120.82,110.28,--,"120,900,000.00"
19-Apr-18,120.82,110.28,--,"121,100,000.00"
20-Apr-18,120.84,110.29,--,"123,700,000.00"
23-Apr-18,120.84,110.3,--,"124,100,000.00"
24-Apr-18,120.85,110.31,--,"124,200,000.00"
25-Apr-18,120.86,110.31,--,"125,200,000.00"
26-Apr-18,120.87,110.32,--,"125,500,000.00"
27-Apr-18,120.88,110.33,--,"125,500,000.00"
30-Apr-18,120.89,110.33,--,"125,500,000.00"
01-May-18,120.89,110.22,0.12,"126,400,000.00"
02-May-18,120.9,110.23,--,"126,500,000.00"
03-May-18,120.91,110.23,--,"126,600,000.00"
04-May-18,120.93,110.25,--,"126,900,000.00"
07-May-18,120.93,110.25,--,"123,300,000.00"
08-May-18,120.94,110.26,--,"124,000,000.00"
09-May-18,120.94,110.26,--,"123,700,000.00"
10-May-18,120.95,110.26,--,"123,900,000.00"
11-May-18,120.96,110.28,--,"124,300,000.00"
14-May-18,120.97,110.29,--,"124,100,000.00"
15-May-18,120.97,110.28,--,"124,000,000.00"
16-May-18,120.98,110.29,--,"124,000,000.00"
17-May-18,120.98,110.29,--,"125,800,000.00"
18-May-18,121,110.31,--,"126,100,000.00"
21-May-18,121.01,110.31,--,"125,300,000.00"
22-May-18,121.02,110.33,--,"125,800,000.00"
23-May-18,121.03,110.33,--,"125,800,000.00"
24-May-18,121.04,110.35,--,"127,400,000.00"
25-May-18,121.07,110.37,--,"127,600,000.00"
29-May-18,121.09,110.4,--,"127,600,000.00"
30-May-18,121.09,110.39,--,"128,000,000.00"
31-May-18,121.09,110.39,--,"128,100,000.00"
01-Jun-18,121.09,110.24,0.14,"128,600,000.00"
04-Jun-18,121.1,110.26,--,"129,200,000.00"
05-Jun-18,121.11,110.27,--,"129,500,000.00"
06-Jun-18,121.11,110.26,--,"130,400,000.00"
07-Jun-18,121.12,110.27,--,"130,400,000.00"
08-Jun-18,121.14,110.28,--,"130,900,000.00"
11-Jun-18,121.15,110.29,--,"130,800,000.00"
12-Jun-18,121.15,110.3,--,"131,500,000.00"
13-Jun-18,121.16,110.3,--,"132,200,000.00"
14-Jun-18,121.17,110.31,--,"132,500,000.00"
15-Jun-18,121.19,110.33,--,"132,600,000.00"
18-Jun-18,121.2,110.34,--,"132,800,000.00"
19-Jun-18,121.2,110.34,--,"132,900,000.00"
20-Jun-18,121.21,110.34,--,"132,700,000.00"
21-Jun-18,121.22,110.36,--,"132,700,000.00"
22-Jun-18,121.23,110.36,--,"134,900,000.00"
25-Jun-18,121.25,110.38,--,"135,000,000.00"
26-Jun-18,121.25,110.38,--,"135,000,000.00"
27-Jun-18,121.27,110.39,--,"134,800,000.00"
28-Jun-18,121.27,110.4,--,"135,000,000.00"
29-Jun-18,121.29,110.41,--,"135,300,000.00"
02-Jul-18,121.29,110.26,0.15,"136,300,000.00"
03-Jul-18,121.31,110.28,--,"135,900,000.00"
05-Jul-18,121.32,110.29,--,"136,100,000.00"
06-Jul-18,121.34,110.3,--,"135,900,000.00"
09-Jul-18,121.35,110.31,--,"136,100,000.00"
10-Jul-18,121.35,110.31,--,"136,000,000.00"
11-Jul-18,121.36,110.32,--,"135,800,000.00"
12-Jul-18,121.36,110.32,--,"136,100,000.00"
13-Jul-18,121.38,110.33,--,"136,200,000.00"
16-Jul-18,121.38,110.33,--,"136,400,000.00"
17-Jul-18,121.39,110.34,--,"136,500,000.00"
18-Jul-18,121.4,110.35,--,"137,100,000.00"
19-Jul-18,121.4,110.36,--,"137,100,000.00"
20-Jul-18,121.42,110.37,--,"137,200,000.00"
23-Jul-18,121.43,110.38,--,"137,200,000.00"
24-Jul-18,121.44,110.39,--,"136,800,000.00"
25-Jul-18,121.44,110.39,--,"136,800,000.00"
26-Jul-18,121.45,110.39,--,"136,900,000.00"
27-Jul-18,121.47,110.41,--,"136,900,000.00"
30-Jul-18,121.48,110.42,--,"137,100,000.00"
31-Jul-18,121.48,110.43,--,"136,900,000.00"
01-Aug-18,121.49,110.26,0.17,"136,900,000.00"
02-Aug-18,121.5,110.27,--,"137,300,000.00"
03-Aug-18,121.52,110.28,--,"137,400,000.00"
06-Aug-18,121.53,110.3,--,"138,400,000.00"
07-Aug-18,121.53,110.3,--,"138,700,000.00"
08-Aug-18,121.54,110.3,--,"138,700,000.00"
09-Aug-18,121.54,110.31,--,"138,700,000.00"
10-Aug-18,121.57,110.33,--,"138,100,000.00"
13-Aug-18,121.58,110.34,--,"138,100,000.00"
14-Aug-18,121.58,110.34,--,"138,000,000.00"
15-Aug-18,121.59,110.35,--,"137,200,000.00"
16-Aug-18,121.6,110.36,--,"137,400,000.00"
17-Aug-18,121.62,110.37,--,"137,400,000.00"
20-Aug-18,121.63,110.38,--,"137,600,000.00"
21-Aug-18,121.64,110.39,--,"137,700,000.00"
22-Aug-18,121.65,110.4,--,"138,000,000.00"
23-Aug-18,121.66,110.41,--,"138,600,000.00"
24-Aug-18,121.67,110.42,--,"139,200,000.00"
27-Aug-18,121.68,110.42,--,"139,200,000.00"
28-Aug-18,121.68,110.43,--,"139,000,000.00"
29-Aug-18,121.68,110.43,--,"138,700,000.00"
30-Aug-18,121.69,110.44,--,"138,700,000.00"
31-Aug-18,121.71,110.45,--,"138,100,000.00"
04-Sep-18,121.72,110.29,0.17,"138,100,000.00"
05-Sep-18,121.73,110.29,--,"137,700,000.00"
06-Sep-18,121.74,110.3,--,"137,300,000.00"
07-Sep-18,121.75,110.31,--,"137,100,000.00"
10-Sep-18,121.76,110.32,--,"137,500,000.00"
11-Sep-18,121.76,110.32,--,"137,200,000.00"
12-Sep-18,121.77,110.32,--,"137,600,000.00"
13-Sep-18,121.77,110.33,--,"137,700,000.00"
14-Sep-18,121.79,110.34,--,"137,700,000.00"
17-Sep-18,121.8,110.35,--,"137,800,000.00"
18-Sep-18,121.8,110.35,--,"138,100,000.00"
19-Sep-18,121.8,110.35,--,"137,700,000.00"
20-Sep-18,121.81,110.36,--,"137,700,000.00"
21-Sep-18,121.82,110.37,--,"137,500,000.00"
24-Sep-18,121.83,110.38,--,"134,400,000.00"
25-Sep-18,121.84,110.38,--,"133,800,000.00"
26-Sep-18,121.85,110.39,--,"133,500,000.00"
27-Sep-18,121.86,110.4,--,"133,400,000.00"
28-Sep-18,121.88,110.41,--,"133,300,000.00"
01-Oct-18,121.89,110.24,0.18,"133,300,000.00"
02-Oct-18,121.9,110.25,--,"134,100,000.00"
03-Oct-18,121.9,110.25,--,"134,600,000.00"
04-Oct-18,121.91,110.25,--,"135,000,000.00"
05-Oct-18,121.93,110.27,--,"135,300,000.00"
08-Oct-18,121.93,110.28,--,"136,100,000.00"
09-Oct-18,121.94,110.28,--,"136,100,000.00"
10-Oct-18,121.95,110.29,--,"135,000,000.00"
11-Oct-18,121.96,110.3,--,"135,000,000.00"
12-Oct-18,121.98,110.31,--,"135,900,000.00"
15-Oct-18,121.98,110.32,--,"135,900,000.00"
16-Oct-18,121.99,110.33,--,"136,800,000.00"
17-Oct-18,122,110.33,--,"136,800,000.00"
18-Oct-18,122,110.34,--,"137,100,000.00"
19-Oct-18,122.02,110.35,--,"137,300,000.00"
22-Oct-18,122.03,110.36,--,"136,800,000.00"
23-Oct-18,122.04,110.37,--,"136,800,000.00"
24-Oct-18,122.05,110.38,--,"136,800,000.00"
25-Oct-18,122.06,110.39,--,"137,400,000.00"
26-Oct-18,122.08,110.4,--,"138,800,000.00"
29-Oct-18,122.09,110.41,--,"139,500,000.00"
30-Oct-18,122.1,110.42,--,"140,500,000.00"
31-Oct-18,122.11,110.42,--,"141,200,000.00"
01-Nov-18,122.12,110.25,0.19,"141,600,000.00"
02-Nov-18,122.13,110.25,--,"143,200,000.00"
05-Nov-18,122.14,110.27,--,"144,700,000.00"
06-Nov-18,122.15,110.27,--,"144,700,000.00"
07-Nov-18,122.15,110.28,--,"144,700,000.00"
08-Nov-18,122.16,110.28,--,"144,000,000.00"
09-Nov-18,122.19,110.3,--,"143,700,000.00"
12-Nov-18,122.19,110.31,--,"140,100,000.00"
13-Nov-18,122.2,110.32,--,"140,100,000.00"
14-Nov-18,122.21,110.32,--,"140,100,000.00"
15-Nov-18,122.22,110.33,--,"141,400,000.00"
16-Nov-18,122.25,110.35,--,"142,800,000.00"
19-Nov-18,122.26,110.37,--,"148,900,000.00"
20-Nov-18,122.27,110.37,--,"149,300,000.00"
21-Nov-18,122.27,110.38,--,"150,500,000.00"
23-Nov-18,122.3,110.39,--,"153,700,000.00"
26-Nov-18,122.31,110.41,--,"154,200,000.00"
27-Nov-18,122.32,110.41,--,"155,100,000.00"
28-Nov-18,122.33,110.42,--,"156,100,000.00"
29-Nov-18,122.34,110.43,--,"156,700,000.00"
30-Nov-18,122.35,110.44,--,"156,800,000.00"
03-Dec-18,122.36,110.26,0.19,"157,300,000.00"
04-Dec-18,122.37,110.27,--,"157,300,000.00"
06-Dec-18,122.39,110.28,--,"158,500,000.00"
07-Dec-18,122.41,110.3,--,"158,500,000.00"
10-Dec-18,122.42,110.31,--,"158,700,000.00"
11-Dec-18,122.43,110.32,--,"158,700,000.00"
12-Dec-18,122.44,110.33,--,"158,800,000.00"
13-Dec-18,122.45,110.34,--,"159,700,000.00"
14-Dec-18,122.47,110.35,--,"159,900,000.00"
17-Dec-18,122.49,110.37,--,"160,300,000.00"
18-Dec-18,122.5,110.18,0.2,"162,100,000.00"
19-Dec-18,122.51,110.19,--,"162,500,000.00"
20-Dec-18,122.52,110.2,--,"164,100,000.00"
21-Dec-18,122.54,110.21,--,"167,100,000.00"
24-Dec-18,122.57,110.24,--,"172,500,000.00"
26-Dec-18,122.57,110.25,--,"180,200,000.00"
27-Dec-18,122.59,110.26,--,"182,900,000.00"
28-Dec-18,122.61,110.28,--,"184,600,000.00"
31-Dec-18,122.62,110.29,--,"187,600,000.00"
02-Jan-19,122.64,110.31,--,"187,600,000.00"
03-Jan-19,122.68,110.34,--,"185,200,000.00"
04-Jan-19,122.68,110.34,--,"184,600,000.00"
07-Jan-19,122.69,110.35,--,"187,500,000.00"
08-Jan-19,122.69,110.35,--,"189,700,000.00"
09-Jan-19,122.7,110.36,--,"189,800,000.00"
10-Jan-19,122.71,110.36,--,"190,900,000.00"
11-Jan-19,122.73,110.38,--,"191,000,000.00"
14-Jan-19,122.75,110.4,--,"191,000,000.00"
15-Jan-19,122.76,110.41,--,"191,500,000.00"
16-Jan-19,122.77,110.41,--,"192,400,000.00"
