Date,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
17-Mar-11,117.94,110.22,--,"37,700,000.00"
18-Mar-11,117.94,110.21,--,"37,700,000.00"
21-Mar-11,117.94,110.22,--,"37,700,000.00"
22-Mar-11,117.94,110.22,--,"37,700,000.00"
23-Mar-11,117.94,110.22,--,"37,700,000.00"
24-Mar-11,117.94,110.22,--,"37,700,000.00"
25-Mar-11,117.94,110.21,--,"37,700,000.00"
28-Mar-11,117.94,110.21,--,"37,800,000.00"
29-Mar-11,117.94,110.21,--,"37,800,000.00"
30-Mar-11,117.94,110.22,--,"37,800,000.00"
31-Mar-11,117.94,110.22,--,"37,800,000.00"
01-Apr-11,117.95,110.2,0.01,"38,000,000.00"
04-Apr-11,117.96,110.22,--,"38,300,000.00"
05-Apr-11,117.95,110.22,--,"38,300,000.00"
06-Apr-11,117.96,110.22,--,"38,500,000.00"
07-Apr-11,117.96,110.23,--,"38,500,000.00"
08-Apr-11,117.96,110.22,--,"38,500,000.00"
11-Apr-11,117.97,110.23,--,"38,700,000.00"
12-Apr-11,117.98,110.23,--,"38,800,000.00"
13-Apr-11,117.98,110.23,--,"38,800,000.00"
14-Apr-11,117.97,110.23,--,"38,800,000.00"
15-Apr-11,117.97,110.22,--,"38,800,000.00"
18-Apr-11,117.98,110.23,--,"38,900,000.00"
19-Apr-11,117.98,110.23,--,"38,900,000.00"
20-Apr-11,117.98,110.23,--,"39,100,000.00"
21-Apr-11,117.97,110.22,--,"39,100,000.00"
25-Apr-11,117.98,110.23,--,"39,200,000.00"
26-Apr-11,117.98,110.24,--,"39,200,000.00"
27-Apr-11,117.98,110.23,--,"39,200,000.00"
28-Apr-11,117.99,110.24,--,"39,500,000.00"
29-Apr-11,117.99,110.23,--,"39,600,000.00"
02-May-11,117.99,110.23,0.01,"39,600,000.00"
03-May-11,118,110.24,--,"39,600,000.00"
04-May-11,118.01,110.24,--,"39,600,000.00"
05-May-11,118.01,110.25,--,"39,600,000.00"
06-May-11,118.01,110.24,--,"39,600,000.00"
09-May-11,118.01,110.25,--,"39,600,000.00"
10-May-11,118.01,110.24,--,"39,600,000.00"
11-May-11,118.01,110.24,--,"39,300,000.00"
12-May-11,118.01,110.24,--,"39,300,000.00"
13-May-11,118.01,110.24,--,"39,300,000.00"
16-May-11,118.01,110.24,--,"39,300,000.00"
17-May-11,118.01,110.24,--,"39,300,000.00"
18-May-11,118.01,110.24,--,"39,300,000.00"
19-May-11,118.01,110.24,--,"39,300,000.00"
20-May-11,118.01,110.23,--,"39,300,000.00"
23-May-11,118.01,110.23,--,"39,300,000.00"
24-May-11,118.01,110.23,--,"39,300,000.00"
25-May-11,118.01,110.24,--,"39,300,000.00"
26-May-11,118.01,110.23,--,"39,300,000.00"
27-May-11,118.01,110.22,--,"39,300,000.00"
31-May-11,118.01,110.23,--,"39,300,000.00"
01-Jun-11,118.01,110.23,0.01,"39,300,000.00"
02-Jun-11,118.01,110.23,--,"39,300,000.00"
03-Jun-11,118.01,110.22,--,"39,300,000.00"
06-Jun-11,118.02,110.23,--,"39,300,000.00"
07-Jun-11,118.02,110.23,--,"39,300,000.00"
08-Jun-11,118.02,110.23,--,"39,300,000.00"
09-Jun-11,118.02,110.23,--,"39,300,000.00"
10-Jun-11,118.02,110.22,--,"39,300,000.00"
13-Jun-11,118.02,110.23,--,"39,300,000.00"
14-Jun-11,118.02,110.23,--,"39,300,000.00"
15-Jun-11,118.02,110.22,--,"39,300,000.00"
16-Jun-11,118.02,110.23,--,"39,300,000.00"
17-Jun-11,118.02,110.22,--,"39,300,000.00"
20-Jun-11,118.03,110.23,--,"39,300,000.00"
21-Jun-11,118.03,110.23,--,"39,300,000.00"
22-Jun-11,118.03,110.24,--,"39,300,000.00"
23-Jun-11,118.04,110.24,--,"39,300,000.00"
24-Jun-11,118.03,110.23,--,"39,300,000.00"
27-Jun-11,118.03,110.23,--,"39,300,000.00"
28-Jun-11,118.03,110.23,--,"39,300,000.00"
29-Jun-11,118.03,110.23,--,"39,300,000.00"
30-Jun-11,118.03,110.23,--,"39,300,000.00"
01-Jul-11,118.03,110.22,0.01,"39,300,000.00"
05-Jul-11,118.04,110.23,--,"39,400,000.00"
06-Jul-11,118.04,110.23,--,"39,600,000.00"
07-Jul-11,118.04,110.23,--,"39,600,000.00"
08-Jul-11,118.04,110.22,--,"39,800,000.00"
11-Jul-11,118.05,110.23,--,"39,800,000.00"
12-Jul-11,118.04,110.23,--,"39,800,000.00"
13-Jul-11,118.05,110.23,--,"39,800,000.00"
14-Jul-11,118.05,110.24,--,"39,800,000.00"
15-Jul-11,118.05,110.23,--,"39,900,000.00"
18-Jul-11,118.05,110.23,--,"39,900,000.00"
19-Jul-11,118.05,110.23,--,"40,200,000.00"
20-Jul-11,118.05,110.23,--,"40,200,000.00"
21-Jul-11,118.04,110.22,--,"40,200,000.00"
22-Jul-11,118.04,110.22,--,"40,200,000.00"
25-Jul-11,118.04,110.21,--,"40,200,000.00"
26-Jul-11,118.03,110.21,--,"40,200,000.00"
27-Jul-11,118.03,110.21,--,"40,200,000.00"
28-Jul-11,118.03,110.2,--,"40,200,000.00"
29-Jul-11,118.02,110.18,--,"40,200,000.00"
01-Aug-11,118.02,110.19,0,"40,200,000.00"
02-Aug-11,118.05,110.21,--,"40,100,000.00"
03-Aug-11,118.06,110.23,--,"40,100,000.00"
04-Aug-11,118.08,110.24,--,"40,200,000.00"
05-Aug-11,118.07,110.24,--,"40,000,000.00"
08-Aug-11,118.07,110.23,--,"40,100,000.00"
09-Aug-11,118.08,110.24,--,"40,000,000.00"
10-Aug-11,118.08,110.23,--,"39,400,000.00"
11-Aug-11,118.07,110.23,--,"39,100,000.00"
12-Aug-11,118.07,110.23,--,"39,100,000.00"
15-Aug-11,118.08,110.23,--,"39,100,000.00"
16-Aug-11,118.08,110.24,--,"39,100,000.00"
17-Aug-11,118.09,110.25,--,"39,100,000.00"
18-Aug-11,118.09,110.25,--,"39,100,000.00"
19-Aug-11,118.08,110.24,--,"39,100,000.00"
22-Aug-11,118.09,110.25,--,"39,100,000.00"
23-Aug-11,118.09,110.25,--,"39,100,000.00"
24-Aug-11,118.09,110.25,--,"38,800,000.00"
25-Aug-11,118.1,110.25,--,"38,800,000.00"
26-Aug-11,118.09,110.25,--,"38,800,000.00"
29-Aug-11,118.1,110.25,--,"38,800,000.00"
30-Aug-11,118.1,110.25,--,"38,800,000.00"
31-Aug-11,118.09,110.24,--,"38,800,000.00"
01-Sep-11,118.09,110.24,0.01,"38,800,000.00"
02-Sep-11,118.08,110.23,--,"38,800,000.00"
06-Sep-11,118.09,110.23,--,"38,900,000.00"
07-Sep-11,118.09,110.24,--,"38,900,000.00"
08-Sep-11,118.09,110.23,--,"39,100,000.00"
09-Sep-11,118.09,110.23,--,"39,100,000.00"
12-Sep-11,118.09,110.24,--,"38,700,000.00"
13-Sep-11,118.09,110.23,--,"38,000,000.00"
14-Sep-11,118.1,110.24,--,"37,400,000.00"
15-Sep-11,118.1,110.24,--,"37,400,000.00"
16-Sep-11,118.1,110.24,--,"37,400,000.00"
19-Sep-11,118.1,110.24,--,"35,600,000.00"
20-Sep-11,118.11,110.24,--,"34,100,000.00"
21-Sep-11,118.1,110.23,--,"33,600,000.00"
22-Sep-11,118.1,110.23,--,"31,500,000.00"
23-Sep-11,118.1,110.23,--,"39,100,000.00"
26-Sep-11,118.1,110.24,--,"38,600,000.00"
27-Sep-11,118.1,110.23,--,"38,600,000.00"
28-Sep-11,118.1,110.23,--,"37,800,000.00"
29-Sep-11,118.09,110.23,--,"36,900,000.00"
30-Sep-11,118.08,110.22,--,"36,900,000.00"
03-Oct-11,118.09,110.22,0.01,"36,200,000.00"
04-Oct-11,118.09,110.22,--,"36,000,000.00"
05-Oct-11,118.1,110.22,--,"36,000,000.00"
06-Oct-11,118.1,110.23,--,"35,700,000.00"
07-Oct-11,118.09,110.22,--,"35,700,000.00"
10-Oct-11,--,110.23,--,"35,700,000.00"
11-Oct-11,118.1,110.23,--,"35,700,000.00"
12-Oct-11,118.1,110.22,--,"36,000,000.00"
13-Oct-11,118.1,110.22,--,"36,000,000.00"
14-Oct-11,118.09,110.21,--,"36,000,000.00"
17-Oct-11,118.1,110.22,--,"36,000,000.00"
18-Oct-11,118.1,110.22,--,"40,300,000.00"
19-Oct-11,118.1,110.22,--,"40,300,000.00"
20-Oct-11,118.1,110.22,--,"37,300,000.00"
21-Oct-11,118.1,110.22,--,"37,300,000.00"
24-Oct-11,118.1,110.22,--,"35,300,000.00"
25-Oct-11,118.1,110.22,--,"29,600,000.00"
26-Oct-11,118.1,110.22,--,"29,600,000.00"
27-Oct-11,118.1,110.21,--,"29,600,000.00"
28-Oct-11,118.1,110.21,--,"29,100,000.00"
31-Oct-11,118.1,110.22,--,"29,100,000.00"
01-Nov-11,118.11,110.22,0,"28,500,000.00"
02-Nov-11,118.11,110.22,--,"28,200,000.00"
03-Nov-11,118.11,110.22,--,"27,900,000.00"
04-Nov-11,118.11,110.22,--,"27,900,000.00"
07-Nov-11,118.12,110.22,--,"27,900,000.00"
08-Nov-11,118.12,110.23,--,"27,900,000.00"
09-Nov-11,118.12,110.23,--,"27,900,000.00"
10-Nov-11,118.11,110.22,--,"27,900,000.00"
11-Nov-11,--,110.22,--,"27,500,000.00"
14-Nov-11,118.12,110.23,--,"27,500,000.00"
15-Nov-11,118.12,110.22,--,"27,600,000.00"
16-Nov-11,118.12,110.22,--,"27,600,000.00"
17-Nov-11,118.12,110.22,--,"27,600,000.00"
18-Nov-11,118.11,110.22,--,"26,000,000.00"
21-Nov-11,118.12,110.22,--,"26,000,000.00"
22-Nov-11,118.12,110.22,--,"26,200,000.00"
23-Nov-11,118.11,110.22,--,"26,200,000.00"
25-Nov-11,118.11,110.21,--,"26,200,000.00"
28-Nov-11,118.12,110.21,--,"26,200,000.00"
29-Nov-11,118.12,110.22,--,"26,200,000.00"
30-Nov-11,118.12,110.22,--,"26,200,000.00"
01-Dec-11,118.12,110.22,0.01,"26,200,000.00"
02-Dec-11,118.12,110.21,--,"26,300,000.00"
05-Dec-11,118.12,110.22,--,"26,300,000.00"
06-Dec-11,118.12,110.22,--,"26,300,000.00"
07-Dec-11,118.13,110.21,--,"26,300,000.00"
08-Dec-11,118.13,110.21,--,"25,300,000.00"
09-Dec-11,118.12,110.21,--,"25,300,000.00"
12-Dec-11,118.13,110.21,--,"25,300,000.00"
13-Dec-11,118.13,110.21,--,"25,400,000.00"
14-Dec-11,118.13,110.21,--,"25,400,000.00"
15-Dec-11,118.13,110.21,--,"23,600,000.00"
16-Dec-11,118.12,110.21,--,"23,700,000.00"
19-Dec-11,118.13,110.21,--,"23,700,000.00"
20-Dec-11,118.13,110.21,--,"23,700,000.00"
21-Dec-11,118.13,110.21,--,"24,000,000.00"
22-Dec-11,118.13,110.21,--,"24,000,000.00"
23-Dec-11,118.12,110.2,--,"24,000,000.00"
27-Dec-11,118.13,110.21,0,"24,000,000.00"
28-Dec-11,118.13,110.21,--,"24,000,000.00"
29-Dec-11,118.13,110.21,--,"24,000,000.00"
30-Dec-11,118.13,110.2,--,"23,500,000.00"
03-Jan-12,118.13,110.21,--,"23,500,000.00"
04-Jan-12,118.13,110.21,--,"23,500,000.00"
05-Jan-12,118.13,110.21,--,"23,500,000.00"
06-Jan-12,118.13,110.2,--,"22,900,000.00"
09-Jan-12,118.13,110.21,--,"22,800,000.00"
10-Jan-12,118.14,110.21,--,"22,800,000.00"
11-Jan-12,118.14,110.21,--,"24,800,000.00"
12-Jan-12,118.13,110.21,--,"23,000,000.00"
13-Jan-12,118.13,110.19,--,"22,900,000.00"
17-Jan-12,118.13,110.21,--,"23,100,000.00"
18-Jan-12,118.13,110.21,--,"23,100,000.00"
19-Jan-12,118.13,110.21,--,"23,100,000.00"
20-Jan-12,118.13,110.19,--,"23,100,000.00"
23-Jan-12,118.13,110.2,--,"23,100,000.00"
24-Jan-12,118.14,110.2,--,"23,100,000.00"
25-Jan-12,118.14,110.2,--,"23,100,000.00"
26-Jan-12,118.13,110.2,--,"23,200,000.00"
27-Jan-12,118.13,110.19,--,"23,300,000.00"
30-Jan-12,118.13,110.2,--,"23,300,000.00"
31-Jan-12,118.13,110.2,--,"23,300,000.00"
01-Feb-12,118.13,110.2,0,"23,300,000.00"
02-Feb-12,118.12,110.19,--,"23,300,000.00"
03-Feb-12,118.12,110.18,--,"23,300,000.00"
06-Feb-12,118.13,110.19,--,"23,300,000.00"
07-Feb-12,118.13,110.19,--,"23,300,000.00"
08-Feb-12,118.13,110.19,--,"23,000,000.00"
09-Feb-12,118.12,110.19,--,"23,000,000.00"
10-Feb-12,118.12,110.18,--,"22,700,000.00"
13-Feb-12,118.12,110.18,--,"22,700,000.00"
14-Feb-12,118.11,110.18,--,"22,400,000.00"
15-Feb-12,118.12,110.18,--,"22,300,000.00"
16-Feb-12,118.12,110.18,--,"22,300,000.00"
17-Feb-12,118.12,110.18,--,"22,300,000.00"
21-Feb-12,118.12,110.19,--,"22,300,000.00"
22-Feb-12,118.12,110.19,--,"22,300,000.00"
23-Feb-12,118.12,110.18,--,"22,400,000.00"
24-Feb-12,118.12,110.18,--,"22,400,000.00"
27-Feb-12,118.12,110.18,--,"22,400,000.00"
28-Feb-12,118.12,110.18,--,"22,100,000.00"
29-Feb-12,118.12,110.18,--,"22,100,000.00"
01-Mar-12,118.13,110.19,0,"22,100,000.00"
02-Mar-12,118.12,110.18,--,"22,100,000.00"
05-Mar-12,118.13,110.19,--,"22,100,000.00"
06-Mar-12,118.13,110.19,--,"22,100,000.00"
07-Mar-12,118.13,110.18,--,"22,000,000.00"
08-Mar-12,118.13,110.18,--,"22,000,000.00"
09-Mar-12,118.12,110.18,--,"22,000,000.00"
12-Mar-12,118.13,110.18,--,"22,000,000.00"
13-Mar-12,118.12,110.18,--,"22,100,000.00"
14-Mar-12,118.12,110.18,--,"22,100,000.00"
15-Mar-12,118.12,110.18,--,"22,100,000.00"
16-Mar-12,118.12,110.17,--,"21,900,000.00"
19-Mar-12,118.12,110.18,--,"21,900,000.00"
20-Mar-12,118.12,110.18,--,"21,900,000.00"
21-Mar-12,118.13,110.18,--,"21,900,000.00"
22-Mar-12,118.13,110.18,--,"21,900,000.00"
23-Mar-12,--,110.18,--,"21,900,000.00"
26-Mar-12,118.13,110.18,--,"21,900,000.00"
27-Mar-12,118.13,110.19,--,"21,900,000.00"
28-Mar-12,118.14,110.19,--,"21,700,000.00"
29-Mar-12,118.14,110.19,--,"21,700,000.00"
30-Mar-12,118.14,110.18,--,"21,700,000.00"
02-Apr-12,118.14,110.19,0,"21,700,000.00"
03-Apr-12,118.14,110.18,--,"21,700,000.00"
04-Apr-12,118.14,110.19,--,"21,700,000.00"
05-Apr-12,--,110.18,--,"21,700,000.00"
09-Apr-12,118.14,110.19,--,"21,700,000.00"
10-Apr-12,118.14,110.19,--,"21,700,000.00"
11-Apr-12,118.14,110.19,--,"21,500,000.00"
12-Apr-12,118.14,110.19,--,"21,500,000.00"
13-Apr-12,118.14,110.19,--,"21,500,000.00"
16-Apr-12,118.15,110.19,--,"21,500,000.00"
17-Apr-12,118.15,110.19,--,"21,500,000.00"
18-Apr-12,118.15,110.2,--,"21,500,000.00"
19-Apr-12,118.16,110.2,--,"21,600,000.00"
20-Apr-12,118.15,110.19,--,"21,600,000.00"
23-Apr-12,118.16,110.19,--,"21,600,000.00"
24-Apr-12,118.15,110.19,--,"21,600,000.00"
25-Apr-12,118.15,110.19,--,"21,400,000.00"
26-Apr-12,118.15,110.19,--,"21,300,000.00"
27-Apr-12,118.15,110.19,--,"21,400,000.00"
30-Apr-12,118.15,110.19,--,"21,400,000.00"
01-May-12,118.15,110.19,0,"21,400,000.00"
02-May-12,118.16,110.19,--,"21,400,000.00"
03-May-12,118.16,110.19,--,"21,400,000.00"
04-May-12,118.15,110.19,--,"21,400,000.00"
07-May-12,118.16,110.19,--,"21,400,000.00"
08-May-12,118.16,110.19,--,"21,300,000.00"
09-May-12,118.16,110.19,--,"21,300,000.00"
10-May-12,118.16,110.19,--,"21,300,000.00"
11-May-12,118.16,110.19,--,"21,300,000.00"
14-May-12,118.16,110.19,--,"21,300,000.00"
15-May-12,118.16,110.19,--,"21,100,000.00"
16-May-12,118.16,110.19,--,"20,900,000.00"
17-May-12,118.16,110.19,--,"20,900,000.00"
18-May-12,118.16,110.19,--,"20,900,000.00"
21-May-12,118.16,110.19,--,"20,900,000.00"
22-May-12,118.17,110.19,--,"20,800,000.00"
23-May-12,118.17,110.19,--,"20,800,000.00"
24-May-12,118.17,110.19,--,"20,800,000.00"
25-May-12,118.16,110.19,--,"20,700,000.00"
29-May-12,118.17,110.2,--,"20,700,000.00"
30-May-12,118.18,110.2,--,"20,700,000.00"
31-May-12,118.18,110.2,--,"20,700,000.00"
01-Jun-12,118.18,110.2,0,"20,700,000.00"
04-Jun-12,118.18,110.2,--,"20,700,000.00"
05-Jun-12,118.18,110.2,--,"20,700,000.00"
06-Jun-12,118.18,110.2,--,"20,700,000.00"
07-Jun-12,118.18,110.2,--,"20,600,000.00"
08-Jun-12,118.18,110.19,--,"20,700,000.00"
11-Jun-12,118.18,110.2,--,"20,700,000.00"
12-Jun-12,118.18,110.2,--,"20,700,000.00"
13-Jun-12,118.18,110.2,--,"20,800,000.00"
14-Jun-12,118.18,110.2,--,"20,800,000.00"
15-Jun-12,118.18,110.19,--,"20,800,000.00"
18-Jun-12,118.18,110.2,--,"20,800,000.00"
19-Jun-12,118.18,110.2,--,"20,800,000.00"
20-Jun-12,118.18,110.2,--,"20,800,000.00"
21-Jun-12,118.18,110.2,--,"20,900,000.00"
22-Jun-12,118.18,110.19,--,"21,000,000.00"
25-Jun-12,118.19,110.2,--,"21,100,000.00"
26-Jun-12,118.18,110.19,--,"21,100,000.00"
27-Jun-12,118.18,110.19,--,"21,300,000.00"
28-Jun-12,118.18,110.19,--,"21,300,000.00"
29-Jun-12,118.18,110.19,--,"21,300,000.00"
02-Jul-12,118.19,110.19,0,"21,300,000.00"
03-Jul-12,118.18,110.19,--,"22,300,000.00"
05-Jul-12,118.19,110.19,--,"22,900,000.00"
06-Jul-12,118.19,110.19,--,"23,000,000.00"
09-Jul-12,118.19,110.2,--,"23,100,000.00"
10-Jul-12,118.19,110.19,--,"22,300,000.00"
11-Jul-12,118.19,110.19,--,"22,300,000.00"
12-Jul-12,118.19,110.19,--,"22,300,000.00"
13-Jul-12,118.19,110.19,--,"22,200,000.00"
16-Jul-12,118.2,110.2,--,"22,200,000.00"
17-Jul-12,118.2,110.2,--,"22,200,000.00"
18-Jul-12,118.21,110.21,--,"22,200,000.00"
19-Jul-12,118.21,110.2,--,"22,200,000.00"
20-Jul-12,118.2,110.2,--,"22,200,000.00"
23-Jul-12,118.21,110.2,--,"22,200,000.00"
24-Jul-12,118.21,110.2,--,"22,200,000.00"
25-Jul-12,118.21,110.2,--,"22,200,000.00"
26-Jul-12,118.21,110.2,--,"22,000,000.00"
27-Jul-12,118.2,110.19,--,"22,100,000.00"
30-Jul-12,118.21,110.2,--,"22,100,000.00"
31-Jul-12,118.21,110.21,--,"22,000,000.00"
01-Aug-12,118.22,110.21,0,"21,600,000.00"
02-Aug-12,118.22,110.21,--,"21,600,000.00"
03-Aug-12,118.21,110.2,--,"21,600,000.00"
06-Aug-12,118.22,110.2,--,"21,600,000.00"
07-Aug-12,118.21,110.2,--,"21,600,000.00"
08-Aug-12,118.21,110.2,--,"21,700,000.00"
09-Aug-12,118.21,110.2,--,"21,600,000.00"
10-Aug-12,118.21,110.2,--,"21,600,000.00"
13-Aug-12,118.21,110.2,--,"21,600,000.00"
14-Aug-12,118.22,110.2,--,"21,600,000.00"
15-Aug-12,118.22,110.2,--,"21,600,000.00"
16-Aug-12,118.22,110.2,--,"21,600,000.00"
17-Aug-12,118.21,110.2,--,"21,600,000.00"
20-Aug-12,118.22,110.2,--,"21,600,000.00"
21-Aug-12,118.22,110.2,--,"21,600,000.00"
22-Aug-12,118.22,110.2,--,"21,600,000.00"
23-Aug-12,118.22,110.2,--,"21,600,000.00"
24-Aug-12,118.22,110.2,--,"21,600,000.00"
27-Aug-12,118.22,110.2,--,"23,400,000.00"
28-Aug-12,118.23,110.2,--,"23,600,000.00"
29-Aug-12,118.22,110.2,--,"23,600,000.00"
30-Aug-12,118.23,110.21,--,"23,600,000.00"
31-Aug-12,118.23,110.2,--,"23,700,000.00"
04-Sep-12,118.23,110.21,0,"23,800,000.00"
05-Sep-12,118.23,110.21,--,"24,000,000.00"
06-Sep-12,118.23,110.2,--,"24,000,000.00"
07-Sep-12,118.23,110.2,--,"24,100,000.00"
10-Sep-12,118.24,110.21,--,"24,100,000.00"
11-Sep-12,118.24,110.21,--,"24,100,000.00"
12-Sep-12,118.24,110.2,--,"24,100,000.00"
13-Sep-12,118.24,110.21,--,"24,100,000.00"
14-Sep-12,118.23,110.2,--,"24,100,000.00"
17-Sep-12,118.24,110.21,--,"24,100,000.00"
18-Sep-12,118.24,110.21,--,"24,300,000.00"
19-Sep-12,118.24,110.2,--,"24,300,000.00"
20-Sep-12,118.24,110.2,--,"24,400,000.00"
21-Sep-12,118.24,110.2,--,"24,400,000.00"
24-Sep-12,118.24,110.2,--,"24,400,000.00"
25-Sep-12,118.24,110.2,--,"24,300,000.00"
26-Sep-12,118.24,110.2,--,"24,300,000.00"
27-Sep-12,118.25,110.21,--,"24,300,000.00"
28-Sep-12,118.25,110.2,--,"24,300,000.00"
01-Oct-12,118.25,110.2,0,"24,300,000.00"
02-Oct-12,118.25,110.2,--,"24,400,000.00"
03-Oct-12,118.25,110.2,--,"24,400,000.00"
04-Oct-12,118.25,110.2,--,"24,400,000.00"
05-Oct-12,118.24,110.19,--,"24,400,000.00"
08-Oct-12,--,110.2,--,"24,400,000.00"
09-Oct-12,118.25,110.2,--,"24,400,000.00"
10-Oct-12,118.25,110.2,--,"24,400,000.00"
11-Oct-12,118.25,110.2,--,"24,400,000.00"
12-Oct-12,118.24,110.19,--,"24,400,000.00"
15-Oct-12,118.25,110.2,--,"24,300,000.00"
16-Oct-12,118.25,110.2,--,"24,300,000.00"
17-Oct-12,118.25,110.2,--,"24,300,000.00"
18-Oct-12,118.25,110.2,--,"24,200,000.00"
19-Oct-12,118.24,110.19,--,"24,200,000.00"
22-Oct-12,118.25,110.2,--,"24,200,000.00"
23-Oct-12,118.25,110.2,--,"24,200,000.00"
24-Oct-12,118.25,110.2,--,"24,200,000.00"
25-Oct-12,118.25,110.2,--,"24,200,000.00"
26-Oct-12,118.25,110.19,--,"24,200,000.00"
31-Oct-12,118.26,110.2,--,"24,200,000.00"
01-Nov-12,118.26,110.2,0,"24,800,000.00"
02-Nov-12,118.25,110.19,--,"24,800,000.00"
05-Nov-12,118.26,110.2,--,"24,700,000.00"
06-Nov-12,118.26,110.2,--,"24,900,000.00"
07-Nov-12,118.26,110.2,--,"24,900,000.00"
08-Nov-12,118.26,110.2,--,"25,000,000.00"
09-Nov-12,118.26,110.19,--,"25,000,000.00"
12-Nov-12,--,110.2,--,"24,300,000.00"
13-Nov-12,118.27,110.2,--,"24,300,000.00"
14-Nov-12,118.27,110.2,--,"24,300,000.00"
15-Nov-12,118.27,110.21,--,"24,300,000.00"
16-Nov-12,118.27,110.2,--,"24,300,000.00"
19-Nov-12,118.28,110.21,--,"24,300,000.00"
20-Nov-12,118.28,110.21,--,"24,300,000.00"
21-Nov-12,118.27,110.2,--,"24,200,000.00"
23-Nov-12,118.27,110.2,--,"24,000,000.00"
26-Nov-12,118.28,110.21,--,"24,000,000.00"
27-Nov-12,118.28,110.21,--,"24,000,000.00"
28-Nov-12,118.28,110.21,--,"24,000,000.00"
29-Nov-12,118.28,110.21,--,"24,100,000.00"
30-Nov-12,118.28,110.21,--,"24,100,000.00"
03-Dec-12,118.28,110.21,0,"24,100,000.00"
04-Dec-12,118.28,110.21,--,"23,900,000.00"
05-Dec-12,118.28,110.21,--,"23,300,000.00"
06-Dec-12,118.28,110.21,--,"23,300,000.00"
07-Dec-12,118.28,110.21,--,"23,300,000.00"
10-Dec-12,118.29,110.21,--,"23,300,000.00"
11-Dec-12,118.3,110.22,--,"23,300,000.00"
12-Dec-12,118.3,110.22,--,"23,300,000.00"
13-Dec-12,118.3,110.22,--,"23,300,000.00"
14-Dec-12,118.3,110.22,--,"23,300,000.00"
17-Dec-12,118.31,110.23,--,"23,500,000.00"
18-Dec-12,118.3,110.22,--,"23,400,000.00"
19-Dec-12,118.31,110.22,--,"23,400,000.00"
20-Dec-12,118.31,110.23,--,"23,400,000.00"
21-Dec-12,118.3,110.22,--,"23,400,000.00"
24-Dec-12,118.3,110.22,--,"23,400,000.00"
26-Dec-12,118.31,110.22,0,"23,400,000.00"
27-Dec-12,118.31,110.22,--,"23,400,000.00"
28-Dec-12,118.31,110.22,--,"23,400,000.00"
31-Dec-12,118.3,110.22,--,"23,400,000.00"
02-Jan-13,118.31,110.22,--,"23,500,000.00"
03-Jan-13,118.31,110.22,--,"23,500,000.00"
04-Jan-13,118.3,110.21,--,"23,500,000.00"
07-Jan-13,118.31,110.22,--,"23,600,000.00"
08-Jan-13,118.31,110.22,--,"23,700,000.00"
09-Jan-13,118.32,110.23,--,"23,700,000.00"
10-Jan-13,118.32,110.23,--,"22,200,000.00"
11-Jan-13,118.31,110.22,--,"22,200,000.00"
14-Jan-13,118.32,110.22,--,"24,100,000.00"
15-Jan-13,118.31,110.22,--,"25,400,000.00"
16-Jan-13,118.31,110.22,--,"25,400,000.00"
17-Jan-13,118.31,110.22,--,"25,100,000.00"
18-Jan-13,118.31,110.21,--,"26,300,000.00"
22-Jan-13,118.32,110.22,--,"26,300,000.00"
23-Jan-13,118.32,110.22,--,"26,400,000.00"
24-Jan-13,118.32,110.22,--,"26,400,000.00"
25-Jan-13,118.32,110.22,--,"26,400,000.00"
28-Jan-13,118.32,110.22,--,"26,800,000.00"
29-Jan-13,118.32,110.22,--,"26,800,000.00"
30-Jan-13,118.33,110.23,--,"26,800,000.00"
31-Jan-13,118.33,110.22,--,"26,800,000.00"
01-Feb-13,118.32,110.21,0,"26,800,000.00"
04-Feb-13,118.33,110.22,--,"27,100,000.00"
05-Feb-13,118.33,110.22,--,"27,100,000.00"
06-Feb-13,118.33,110.22,--,"27,100,000.00"
07-Feb-13,118.33,110.22,--,"27,100,000.00"
08-Feb-13,118.32,110.21,--,"27,100,000.00"
11-Feb-13,118.33,110.22,--,"27,100,000.00"
12-Feb-13,118.33,110.22,--,"27,100,000.00"
13-Feb-13,118.32,110.22,--,"27,200,000.00"
14-Feb-13,118.32,110.21,--,"27,200,000.00"
15-Feb-13,118.32,110.2,--,"27,200,000.00"
19-Feb-13,118.32,110.21,--,"27,200,000.00"
20-Feb-13,118.32,110.21,--,"27,200,000.00"
21-Feb-13,118.32,110.21,--,"27,200,000.00"
22-Feb-13,118.32,110.2,--,"27,300,000.00"
25-Feb-13,118.32,110.21,--,"27,300,000.00"
26-Feb-13,118.33,110.21,--,"27,300,000.00"
27-Feb-13,118.33,110.21,--,"27,300,000.00"
28-Feb-13,118.33,110.21,--,"27,300,000.00"
01-Mar-13,118.33,110.21,0,"27,300,000.00"
04-Mar-13,118.33,110.21,--,"27,300,000.00"
05-Mar-13,118.34,110.22,--,"27,200,000.00"
06-Mar-13,118.34,110.22,--,"27,200,000.00"
07-Mar-13,118.34,110.22,--,"27,200,000.00"
08-Mar-13,118.33,110.21,--,"27,200,000.00"
11-Mar-13,118.34,110.22,--,"27,200,000.00"
12-Mar-13,118.34,110.21,--,"27,200,000.00"
13-Mar-13,118.34,110.22,--,"24,500,000.00"
14-Mar-13,118.34,110.22,--,"25,100,000.00"
